time,gx,gy,gz,ax,ay,az,Mag_X,Mag_Y,Mag_Z,p
362128,0.099879,0.423663,0.166626,1.180338351,0.13731567,-0.376506804,0.028596,-0.265126,-0.134191,1016.549011
362228,0.017967,0.098937,0.08052,1.083172474,0.051953711,-0.420357629,0.012478,-0.26087,-0.123971,1016.549011
362328,-0.06301,-0.210373,0.044307,1.008707938,-0.031326598,-0.410567423,-0.007449,-0.251634,-0.12252,1016.549011
362428,-0.112029,-0.468905,0.039724,0.959885876,-0.093087526,-0.323729588,-0.031769,-0.238124,-0.125365,1016.549011
362528,-0.086062,-0.615223,0.042758,0.955638969,-0.144217835,-0.189098454,-0.045079,-0.222177,-0.13058,1016.549011
362628,0.049237,-0.672678,0.03005,0.97521,-0.202788557,-0.063619381,-0.052397,-0.208767,-0.136919,1016.549011
362728,0.248206,-0.625003,0.003744,1.015109278,-0.247252268,0.028813814,-0.057708,-0.196836,-0.144333,1016.549011
362828,0.400845,-0.407138,-0.01508,1.053863711,-0.29085,0.079084433,-0.060069,-0.186543,-0.149824,1016.549011
362928,0.481836,-0.115246,-0.02966,1.047118969,-0.286592474,0.058340928,-0.059443,-0.18275,-0.156143,1016.549011
363028,0.513278,0.099137,-0.044473,1.002297732,-0.230769794,-0.002656495,-0.053859,-0.175621,-0.160784,1016.549011
363128,0.526345,0.175312,-0.059979,0.957381546,-0.151370928,-0.054685567,-0.050298,-0.170525,-0.164027,1016.549011
363228,0.51261,0.158559,-0.065572,0.934839691,-0.070119588,-0.071690928,-0.044679,-0.165293,-0.170769,1016.549011
363328,0.466779,0.135289,-0.060893,0.939048866,0.001200928,-0.074310103,-0.042581,-0.158108,-0.175411,1016.549011
363428,0.381517,0.144748,-0.050875,0.934563814,0.069486907,-0.052646701,-0.038939,-0.148834,-0.182449,1016.549011
363528,0.265177,0.109728,-0.055113,0.90875299,0.099586907,-0.052475567,-0.038754,-0.138436,-0.190938,1016.549011
363628,0.139515,0.042102,-0.073153,0.892869691,0.108864639,-0.052109485,-0.03952,-0.12394,-0.201222,1016.549011
363728,0.040833,-0.017268,-0.09411,0.891391546,0.087787113,-0.023438969,-0.040304,-0.113952,-0.211236,1016.549011
363828,-0.018254,-0.050025,-0.120352,0.886062577,0.043592887,-0.013275361,-0.044984,-0.095737,-0.224843,1016.549011
363928,-0.049656,-0.084829,-0.135776,0.869436186,-0.013309588,-0.006567938,-0.050215,-0.081122,-0.236128,1016.549011
364028,-0.057421,-0.124069,-0.143611,0.85782701,-0.059405464,0.01076268,-0.052948,-0.06702,-0.247939,1016.549011
364128,-0.042876,-0.149569,-0.149083,0.843456598,-0.096676495,0.032475155,-0.058186,-0.051432,-0.258673,1016.549011
364228,-0.009074,-0.17067,-0.155622,0.836863196,-0.125961649,0.04536134,-0.057923,-0.038848,-0.271059,1016.549011
364328,0.036453,-0.177011,-0.161069,0.830761959,-0.140565361,0.052152474,-0.061235,-0.029416,-0.279099,1016.549011
364428,0.080486,-0.156315,-0.166008,0.830179588,-0.150386804,0.061817423,-0.06351,-0.022369,-0.289766,1016.549011
364528,0.102013,-0.111895,-0.160822,0.825354639,-0.147122577,0.067587423,-0.062893,-0.013144,-0.294806,1016.549011
364628,0.102423,-0.067333,-0.150726,0.812016804,-0.13215299,0.060678557,-0.066739,-0.007761,-0.30155,1016.549011
